id,本文,答え,補足説明1,補足説明2,補足説明3,補足説明4,補足説明5,サブ,サブ2,サブ3,サブ4,サブ5,サブ4_2
7,温度 27 °C、圧力 100 kPa、体積 25㎡のメタンの質量(kg)として最も近い値はどれか。ただし、メタンは理想気体とし、気体定数 R = 8.3 J/(mol・K)とする。,3,1,11,16,176,187,,,,,,
7,真空にした容器にプロパン 44g、窒素 28gを入れたところ、全圧が 300 kPa の混合気体となった。プロパンの分圧(kPa)として最も近い値はどれか。,3,50,100,150,200,250,,,,,,
7,外気圧 100 kPaとつり合っているシリンダ内の気体 0.5㎡に熱を加え、定圧膨張させた。このときに気体がした仕事は150kjであった。膨張後の気体の体積(㎥)として最も近い値はどれか。,4,0.6,1,1.5,2,3,,,,,,
7,容積一定の断熱容器に入れた温度300Kの空気に、10.5 kJ の熱を加えると、空気の温度は 330Kとなった。このときの空気の質量(kg)として最も近い値はどれか。ただし、空気の定積比熱容量は C = 0.7kJ/(kg・K)とする。,1,0.5,2,2.5,4.5,6,,,,,,
7,化学反応及び電気化学反応に関する次の記述のうち、誤っているものはどれか。,3,体積及び温度一定条件の下で化学反応が起こったとき、生成系の内部エネルギーのほうが反応系の内部エネルギーよりも低い場合、発熱反応になる。,温度一定条件で、化学反応に伴い発生する、若しくは吸収される熱のことを反応熱という。,化学反応における触媒の役割は、反応熱を大きくすることである。,電気化学反応の特徴は、化学反応を電子の授受を介して行わせることである。,燃料電池の電極間電位差は、取り出す電流を増加させる場合に小さくなる。,,,,,,
7,CO(g) + H20(g) = CO2(g) + H2(g) - Q は右方向へは発熱反応である。この反応の平衡に関する次の記述のうち、誤っているものはどれか。ただし、Qは反応熱である。,2,CO2 の分圧を増加させると左方向へ反応が進む。,圧力を上げると左方向へ反応が進む。,温度を下げると右方向へ反応が進む。,水蒸気(H2O)を増加させると右方向へ反応が進む。,この反応において、触媒は化学平衡状態に影響を与えない。,,,,,,
7,メタン1㎥と水素2㎥の混合ガスを完全燃焼させるのに必要な最低空気量(㎥)として最も近い値はどれか。ただし、混合ガスは標準状態(0°C、101325 Pa)とし、空気中の窒素と酸素の体積比は4:1とする。,1,15,20,25,30,50,,,,,,
7,メタン79vol%、プロパン21vol%の混合ガスの空気中における燃焼下限界(vol%)として最も近い値はどれか。ただし、単体ガスの燃焼下限界は、メタン5.0vol%、プロパン2.1vol%とする。,4,2.1,2.9,3.5,3.9,4.4,,,,,,
7,可燃性ガスに関する次の記述のうち、誤っているものはどれか。,2,空気や酸素等と混合した状態で着火すると爆発を起こすことがある。,温度を低くすると、燃焼範囲は広くなる。,爆燃や爆ごうは、空気や酸素と混合する濃度範囲により起こらない場合がある。,爆発は、伝播速度が亜音速の爆燃と、超音速の爆ごうに分類される。,爆ごうは、衝撃波を伴うため、衝突した物体に機械的破壊作用を与える。,,,,,,
7,内径100mmの直円管内を流体が質量流量6kg/sで流れているときの平均流速(m/s)として最も近い値はどれか。ただし、流体の密度は400kg/㎥とする。,5,0.2,0.5,1,1.5,2,,,,,,
7,都市ガスの原料及びその取り扱いに関する次の記述のうち、いずれも誤っているものの組合せはどれか。,5,LNGは貯蔵中に外部からの入熱により沸点の低いメタンを主とするボイルオフガス(BOG)が発生するため、メタン以外の成分の濃度が高まる。これを濃縮と呼ぶ。,LNGが漏えいし、大気中に気化、拡散したとき、燃焼範囲内の濃度にある混合気が、火気に接すると着火する。拡散ガスに着火すると、火炎が伝播し液表面での燃焼となる。これをプール燃焼という。,シェールガスとは、主に砂岩層が貯留層となっている従来のガス田ではなく、泥岩(頁岩)層に含まれる非在来型天然ガスの一種である。,LNGの受入配管等では、外部からの入熱により過熱状態になっている場合、弁の開放等により圧力が急激に減少し、LNGの一部が気化され、鉛直配管部では液・気相間の急激な相転移が連続的に生じる。これによって発生する配管の振動現象をウォーターハンマーという。,LPG中にH2S等の硫黄化合物が含まれていないことが求められる。これは、LPG貯蔵タンクの材料として高張力鋼が使用される場合が多いが、溶着金属部、熱影響部等に粒界腐食が発生する可能性があるためである。,,,,,,
7,都市ガスの製造設備に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,2,PC式平底円筒形貯槽は、金属二重殻式貯槽と防液堤を一体化した貯槽であり、内槽と外槽の間の空間には、外部入熱を防ぐため断熱材(パーライト)が充てんされ、断熱効果を高めるため高度の真空状態に保たれている。,斜流ポンプは、遠心力と羽根の揚力によって液体に圧力を与えるものである。,ポンプの性能曲線図は、ポンプの規定回転数における吐出量、全揚程、ポンプ効率、軸動力等の関係を示すものである。,LPGポンプは、LNG1次受入基地等では遠心式サブマージドポンプ、LNG2次受入基地やLNGサテライト基地等ではベーン式ポンプ、キャンドモーターポンプが用いられる場合が多い。,ポンプのキャビテーションを防止するためには、有効吸込ヘッドを必要有効吸込ヘッドより小さくする必要がある。,,,,,,
7,製造所の電気設備及び計装設備に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,4,無停電電源装置(UPS)の原理は、交流入力を整流部で直流に変換し蓄電池に充電するとともに、インバーター部で一定電圧、一定周波数の交流に変換後出力される。,外部雷保護システムは、雷撃によって生ずる火災、設備破損又は人畜への傷害を防止することを目的とするもので、受雷部システム、引下げ導線システム及び接地システム等から構成される。,遠隔操作弁では、弁体の開閉動作をする可動部にスピードコントローラーを取り付け、電気信号により制御システムに開閉状態を伝えることができる。,超音波式流量計は、流体が腐食性のものやスラリー状のもの及びダスト含有のものの影響は受けないが、温度・密度・粘度の影響は受けやすい。,ホディスプレースメント式液面計は、測定範囲が広く、液密度の変化が測定誤差となるが、精度は高い。,,,,,,
8,都市ガスの熱量調整と燃焼性管理に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,3,燃焼速度は、ガスの組成、空気比等の条件により変化する値であり、どのガスでも組成に応じてある空気比のときに最大となる。この値を最大燃焼速度(MCP)という。,"ウォッベ指数(WI) は次式で表される。 WI＝ H/√S
ここでHはガスの総発熱量(MJ/㎥)、Sはガスの密度(kg/㎥)である。","天然ガス(発熱量:43MJ/㎥)をLPG(発熱量:100MJ/㎥)で増熱して45MJ/㎥の13Aガスを50000㎥製造する場合の天然ガスの必要量X(㎥)は、次式を解くことによって求められる。
43 x X + 100 × (50000 - X) = 45 × 50000",LPGを用いて増熱し熱量を調整する場合、LPGの燃焼速度は比較的速いため、WI - MCP 図で、混合ガスの燃焼性の範囲を確認する。,液 - ガス熱量調整方式により天然ガス(NG)をLPGで熱量調整する場合、NGの温度により運転範囲の制限を受ける場合があり、LPGの混合量を制限するか、NGの予熱が必要になる。,,,,,,
8,都市ガスの付臭に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,5,付臭剤の備えるべき要件の一つとして、一般に存在するにおい(生活臭)とは明瞭に区別でき、かつ、だれもがガス臭であると認識できるにおいであることがあげられる。,ガスの臭気濃度は、高すぎるとガス器具の点火や消火の際のわずかな未燃ガス等をガスの漏えいと誤認しやすくなる一方、低すぎると漏えいを検知しにくくなることがある。,代表的な付臭剤であるターシャリーブチルメルカプタン(TBM)、ジメチルサルファイド(DMS)、シクロヘキセンは、いずれも構成元素に硫黄(S)を含む。,付臭剤を注入する方式は、大別して液体注入方式、蒸発方式及び液付臭方式の3種類があるが、液付臭方式では製造するガス流量に応じた付臭剤注入量の制御が不要である。,パネル法による臭気濃度の測定において、4人のパネルの感知希釈倍数がそれぞれ3000倍、1500倍、1500倍、1500倍であったとき、このガスの臭気濃度は1500倍である。,,,,,,
8,製造所の停電対策に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,4,買電のみで保安電力を確保するためには、常用線とは系統の異なる予備回線又はそれに相当するもの等保安電力として措置されたものが必要である。,非常用発電設備の定格容量は、負荷の積み上げ合計値と同じでよい。,BOG圧縮機の停止時間が長くなるとLNG貯槽の内部圧力が上昇するので、内部圧力の監視を強化し、必要に応じて放散処理設備による降圧の準備等を行う。,停電が発生した場合、買電で稼働していたガス製造設備が安全側に移行、停止していること及び保安電源等が正常に作動していることを確認する必要がある。,保安電力は、買電(保安電力として措置されたものに限る)又は自家発電によるものとし、蓄電池を用いてはならない。,,,,,,
8,製造設備の操業に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,3,ボイルオフガス(BOG)を送出ガスに混入する場合には、熱量調整用LPGの混入量増加等、送出ガスの品質管理に留意する必要がある。,LNG貯槽内のロールオーバー現象の発生を防止するため、貯槽内LNGの水平方向の密度分布を監視することが必要である。,個別設備の稼働調整方式の1つである圧力制御方式は、急激な需要変動に追従できる制御方式である。,ガス製造能力に関係する設備の定期修理計画策定にあたっては、ガス製造計画・製造設備稼働計画を元にして、ピーク時における最大必要能力を確保した定期修理計画を策定する。,製造設備の巡視・点検は、保安規程に定める内容等に基づき実施するものとし、目視等の五感に頼らないことが重要である。,,,,,,
8,製造設備の保全に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,1,溶接部において溶融金属が冷却される際に収縮することにより、圧縮の残留応力が生じる。,部材に形状的な不連続や切り欠きが存在して応力集中が高くなるほど、疲労強度は低下する。,材料表面層の残留応力は引張りの場合は疲労強度の低下、圧縮の場合は上昇の方向へ作用する。,超音波探傷試験(UT)は、検査物の片側だけから検査できるが、割れのような平面欠陥の検出には適さない。,放射線透過試験(RT)は、欠陥の形状をフィルム上に投影された像として見ることができるので、わかりやすい。,,,,,,
8,環境対策及び省エネルギーに関する次の記述のうち、いずれも誤っているものの組合せはどれか。,4,都市ガスの燃料の場合は、燃焼管理を十分に行うことで、ばいじんの発生を大きく抑制することができる。,燃焼排ガスの脱硝法には、酸化剤としてアンモニア、尿素等を用いて、排ガス中のNOxを選択的に窒素に酸化する方法がある。,すべての水域において水素イオン濃度指数(pH)は、常に規制される項目の1つであり、多くの水中生物、農作物にとって望ましい水のpHは、5.8~8.6である。,有機物質を含む生物化学的酸素要求量(BOD)の高い排水の処理には、バクテリア等微生物の力を利用する生物処理方法がある。,電気エネルギーの管理では、力率を0に近づけると省エネルギー効果を上げることができる。,,,,,,
8,A点からB点にガスを供給している低圧導管ABにおいて、A点の圧力は2.3kPa、B点の圧力は2.2kPaであった。今、AB間の流量を2倍にした場合、A点の圧力を2.3kPaのままとすると、B点の圧力(kPa)として最も近い値はどれか。,3,2.1,2,1.9,1.8,1.7,,,,,,
8,整圧器に関する次の記述のうち、誤っているものはどれか。,4,ハウスレギュレーターは、一般に不純物除去装置と圧力上昇防止装置が一体化されている。,レイノルド式整圧器は需要家のガス使用量が減少すると低圧補助ガバナ(パイロット)の開度が減少し、中間圧力が高くなるため、オキジャリーボール内のダイヤフラムを押し上げる力が強くなる。,パイロット式整圧器について、最低一次圧力と最高二次圧力の差圧が整圧器の作動最小差圧よりも大きくなるように選定する。,大規模地区で使用される整圧器は、一般に負荷変動が大きいため、特に流量の変化に対する応答の敏速性と安定性の両方の特性が要求される。,フィッシャー式整圧器の二次圧異常上昇の原因として、メインバルブへのダストかみ込みによる締め切り不良が考えられる。,,,,,,
8,マイコンメーターに関する次の記述のうち、誤っているものはどれか。,5,圧力スイッチは、金属ダイヤフラムによる差圧検知方式でガス圧力のかかった状態ではOFF(通電停止)、ガス圧力が異常低下するとON(通電)になる構造である。,感震器は、少々の傾斜状態でも自動水平調整を行い、リセット不要な球振動式感震器である。,内管での少量漏れや口火を連続使用した場合等、30日間連続してガスが流れ続けた場合、ガス漏れ警報を表示する機能がある。,マイコンメーターの上流側ガス供給圧力が0.2kPaを下回った場合、遮断する機能がある。,Qmaxが25㎥/h以上のマイコンメーターでは、上ケース上部に、コントローラー、圧カスイッチ、遮断弁等を内蔵したコントロールボックスを取り付けている。,,,,,,
8,口径300mmの鋼管を用い、長さ40mで両端固定された架管が冬の時期(管体温度は-10°C)に設置された。夏期にこの架管全体の温度が40°Cになったときに生じる応力を、架管途中に設けた伸縮継手で対処すると、設計変位量(mm)として最も近い値はどれか。ただし、導管の線膨張係数は 1 × 10-5(17°C)、内圧は0.3MPa、ヤング率は 2 × 10N/mmとする。,3,5,10,20,30,40,,,,,,
8,導管の腐食と防食に関する次の記述のうち、誤っているものはどれか。,2,導管の防食方法には、塗覆装による措置、電気防食による措置、絶縁による措置等がある。,鋳鉄管と鋼管が電気的に接続されている場合、鋳鉄管がアノードとなり腐食する傾向がある。,管対地電位とは、土壌、コンクリート等の電解質に設置した照合電極に対する導管の電位である。,防食設備の点検は、雨季等の土壌の湿潤期や電気鉄道の運行時等、防食状況の悪い時期や時間帯を選んで行うことが望ましい。,外部電源法は、導管の塗覆装の抵抗が低い場合や防食区間が長い場合に適している。,,,,,,
8,導管の工事に関する次の記述のうち、正しいものはどれか。,1,酸素欠乏のおそれのある場所で作業を行う場合は、作業開始前に酸素濃度計により作業場所の空気中の酸素濃度が18%以上であることを確認し、その測定結果の記録を3年間保存しなければならない。,気密試験において、試験圧力は必ず最高使用圧力の1.1倍以上でなければならない。,フレキ管を屋外の露出配管で使用する場合は、2m以内の間隔で支持固定する。,ポリエチレン管のヒートフュージョン接合では、継手に設けられたインジケーターにより融着状態を確認する。,埋設後に埋設管の位置確認を可能とすべく、必要に応じて、標識シートを管に沿わせて設置する。,,,,,,
8,溶接と非破壊試験に関する次の記述のうち、正しいものはどれか。,4,被覆アーク溶接棒の被覆剤(フラックス)には、溶接金属の凝固・冷却の速度を速める効用がある。,溶込み不良とは、溶接金属と母材又は溶接金属同士が溶着していない状態をいう。,放射線透過試験において、試験体の内部にきずがある場合、放射線フィルムで露光すると、きずのある部分は健全部より濃度が薄くなる。,ティグ溶接は、溶接ワイヤに被覆剤(フラックス)を含まないため、スラグが発生しない。,浸透探傷試験は、表面に開口したきずに適用でき、鋼のような強磁性体のみに使用できる。,,,,,,
8,導管の維持管理に関する次の記述のうち、誤っているものはどれか。,1,中圧管の腐食による漏えい修理には、金属テープによる外面シールが適用できる。,樹脂ライニング系の更生修理工法は、本支管及び供内管の腐食漏えい予防として有効である。,半導体式ガス検知器は、検知感度が高いことから、地中埋設管のガス漏えい調査に適している。,サンドブラストによる供給支障は、大量の水道水がガス管内に流入し続けることがあるので、広範囲に至る場合がある。,需要家等からのガス漏えい等の通報に対しては、その内容に応じて、一般出動、緊急出動及び特別出動に区分し、適切な処理を行う。,,,,,,
8,地震対策に関する次の記述のうち、誤っているものはどれか。,5,設計地盤変位は、標準設計地盤変位量に管種と埋設条件の組合せによる補正係数と地域別の補正係数を掛けて求める。,断層の中で、最近の地質時代に繰り返し活動し、将来も活動することが推定される断層を活断層といい、地震の引き金となり得るものである。,二次災害を防止するとともに、供給停止地区の極小化を図るため、導管網を事前に適正な規模のブロックに分割しておく。,供給停止後、復旧までに相当の日数を要することが予想される場合は、需要家の不安を取り除くため、復旧の見通し等について積極的に広報活動を行う。,SI値は、地震による一般的な建物(ビル)の揺れの大きさを評価する指標であり、加速度の単位カイン(cm/s)で表される。,,,,,,
9,ガスの燃焼に関する次の記述のうち、誤っているものはどれか。,5,ガスの燃焼は酸化反応であり、反応が最後まで完結しないで中間生成物(一酸化炭素、水素、アルデヒド等)が発生している状態を不完全燃焼という。,ブンゼンバーナーにおいて、ガス圧が異常に低下したり、ノズルが詰まったりしてガス量が極端に少なくなると、フラッシュバックが発生する。,機器の燃焼室内の給排気不良により二次空気が極端に減少すると、リフティングが発生する。,燃焼反応が十分な速さで進まないと、イエローチップが発生する。,メタンと空気の混合ガスの燃焼範囲は、標準状態においてメタン濃度4%から75%である。,,,,,,
9,円形のノズルから噴出するガス量について、ノズルの口径を4倍、ガスの圧力を4倍にしたとき、ガス量は何倍になるか。次の値のうち、最も近いものはどれか。,4,4,8,16,32,64,,,,,,
9,家庭用ガス機器に関する次の記述のうち、誤っているものはどれか。,2,Q機能を搭載した瞬間湯沸器では、冷水サンドイッチ現象を緩和し、安定した湯温を得ることができる。,瞬問湯沸器のメインバーナーには、炎が短く燃焼室を小さくできるセミ・ブンゼンバーナーが一般に用いられる。,ふろ給湯器の設置方式には、浴室隣接設置形と設置フリー形とがある。,ハイブリッド給湯器は、電気ヒートポンプと潜熱回収型ガス給湯器で必要なお湯の量に合わせて効率的に運転を行うシステムである。,エコーネットライトは、HEMSとガス機器(燃料電池等)との接続に利用できる標準通信仕様である。,,,,,,
9,家庭用ガス機器に関する次の記述のうち、誤っているものはどれか。,2,こんろには、調理油過熱防止装置を利用して鍋が焦げ付き始めると自動消火するものがある。,グリルは、直火によって主として伝導熱で調理する機器である。,コンビネーションレンジは、ガスオーブンに電子レンジ機能が内蔵されたものである。,衣類乾燥機には、湿り空気を排出する排湿筒が取り付けられるようになっている。,赤外線ストーブには、放射体としてセラミックプレートを用いたものと、特殊耐熱鋼金網を用いたものとの2種類がある。,,,,,,
9,コージェネレーションシステムと業務用ガス機器に関する次の記述のうち、誤っているものはどれか。,1,固体酸化物形燃料電池には、CO 変成器が搭載されている。,吸収冷温水機は、冷媒に水を用いるノンフロン空調機である。,浸管式フライヤーには、油槽中の漫管内でガスを燃焼させて加熱する方式と、燃焼排ガスを通過させて加熱する方式とがある。,中華レンジには、火力を強力にするため、ブラストバーナーを用いたものがある。,遠赤外線ヒーターでは、セラミック特殊塗料で仕上げられた放射管等の表面から多量の遠赤外線が放射される。,,,,,,
9,水素2㎥を空気6㎥で完全燃焼させた。空気比として最も近い値はどれか。ただし、水素及び空気は標準状態(0°C、101325Pa)とし、空気は窒素と酸素が体積比4:1で混合したものとする。,3,(1) 0.8,(2) 1.0,(3) 1.2,(4) 2.4,(5) 3.0,,,,,,
9,換気と一酸化炭素(CO)中毒に関する次の記述のうち、誤っているものはどれか。,4,自然換気における空気の流れを起こす力の種類には、風圧を利用したものと、空気の温度差によって生じる浮力を利用したものとがある。,必要換気量とは、室内の酸素濃度をある限界以上に保つための換気量の最小値のことである。,一人の成人男性が安静に座っている状態での必要換気量は、建築基準法関係法令では20㎥/hとされている。,換気扇に用いられるシロッコファンは、ターボファンに比べ効率が高い。,COは、ヘモグロビンに対する結合力が酸素の200~300倍強く、吸入により酸素欠乏症状をひきおこしやすい。,,,,,,
9,給排気に関する次の記述のうち、誤っているものはどれか。,3,CF式ふろがまの排気筒トップに用いられる材料は、不燃性、耐熱性及び耐食性のあるものでなければならない。,BF式ふろがまを屋内に設置する場合は、設置する部屋に専用の給気口及び換気口は必要ない。,BF式ふろがまは、新規に浴室内に設置することはできない。,CF式ふろがまの逆風止めは、機器と同一室内に設置する必要がある。,FE式湯沸器では、排気筒の横引き長さと高さとの関係には特に規定がない。,,,,,,
9,ガス機器の安全装置、点火装置及び制御装置に関する次の記述のうち、誤っているものはどれか。,5,水位制御装置には、自動湯張り機能付き温水機器のように任意に設定された水位を保つものと、貯蔵湯沸器のように固定された一定の水位を保つものとがある。,点火時安全装置とは、燃焼室を持つガス機器の残留未燃ガスによる爆発点火を防止するためのものである。,瞬時点火装置では、熱電対の起電力が十分に発生するまでの間、コンデンサーの放電電流によりガス弁を開状態に保持している。,ガス量制御に用いられる比例電磁弁には、固定コイル式と可動コイル式とがある。,機械式温度制御装置における温度検出部の方式には、気体膨張式と液体膨張式とがある。,,,,,,
9,ガス機器とガス栓との接続及び警報器に関する次の記述のうち、誤っているものはどれか。,3,ヒューズガス栓には、作動流量の異なるいくつかの種類があり、使用機器のインプット等に応じて選択する必要がある。,ガスコンセントは、迅速継手を接続するだけで栓が自動的に開き、外すと閉じる構造となっている。,オンオフ機構を有するガス栓では、つまみが半開状態で接続具が外れた場合、ヒューズ機構が作動せずガスが流出する。,家庭用のガス警報器には、ガスを検出するセンサーを小型化かつ省電力化することで電池駆動を可能にしたものがある。,家庭用のガス警報器に使用されている検出方式は、半導体式、接触燃焼式及び熱線型半導体式に大別される。,,,,,,
9,法令で規定されている一般ガス導管事業者及びガス製造事業者の業務に関する次の記述のうち、正しいものはいくつあるか。,2,一般ガス導管事業者は、その供給区域における託送供給に係る料金その他の供給条件について、託送供給約款を定め、経済産業大臣に届け出なければならない。,一般ガス導管事業者が定める託送供給約款においては、託送供給を行うことができるガスの熱量等の範囲、組成その他のガスの受入条件に関する事項を定めなければならない。,一般ガス導管事業者は、正当な理由がなければ、最終保障供給を拒んではならない。,ガス製造事業者は、毎年度、ガスの製造並びにガス工作物の設置及び運用について供給計画を作成し、当該年度の開始前に、経済産業大臣に届け出なければならない。,ガス製造事業者は、その製造するガスの圧力にあっては、常時、製造所の出口及び経済産業大臣が指定する場所において、圧力値を自動的に記録する圧力計を使用して測定しなければならない。,,,,,,
9,排気フードI型の下で燃料消費量が5kW のガスこんろを使用するとき、部屋の必要換気量(㎥/h)として最も近い値はどれか。ただし、燃料の単位発熱量あたりの理論排ガス量は0.93 ㎡/kWh とする。,4,(1)　5,(2)　45,(3)　90,(4)　140,(5)　190,,,,,,
9,法令で規定されている保安規程に関する次の記述について、[   ]の中の(イ)〜(ホ)の語句のうち、いずれも誤っているものの組合せはどれか。,2,一般ガス導管事業者は、[ (イ)保安業務の適正な実施を確保するため ]、保安規程を定め、事業の[ (ロ)開始前 ]に、経済産業大臣に届け出なければならない。,また、一般ガス導管事業者は、保安規程を変更したときは、[ (ハ)遅滞なく ]、変更した 事項を経済産業大臣に届け出なければならない。,経済産業大臣は、一般ガス導管事業の用に供するガス工作物に関する保安を確保するため必要があると認めるときは、一般ガス導管事業者に対し、[ (ニ)その使用を一時停止すべきこと ]を命ずることができる。,[ (ホ)一般ガス導管事業者及びその従業者 ]は、保安規程を守らなければならない。,,,,,,(1)イ、ハ　(2)イ、ニ　(3)ロ、ハ　(4)ロ、ホ　(5)ニ、ホ,
9,次のガス事故のうち、ガス事故速報を報告することが法令で規定されていないものはどれか。ただし、台風、高潮、洪水、津波、地震その他の自然災害又は火災による広範囲の地域にわたるガス工作物の損壊事故、製造支障事故又は供給支障事故であって、経済産業大臣が指定するものを除く。,4,ガス工作物(ガス栓を除く。)の操作により人が死亡した事故,ガスの供給に支障を及ぼした事故であって、供給支障戸数が500以上のもの,工事中のガス工作物(ガス栓を除く。)の損壊により人が負傷した事故 ,ガス工作物(ガス栓を除く。)の損壊により、一般公衆に対し、交通の困難を招来した事,ガス栓の欠陥によりガス栓から漏えいしたガスに引火することにより、発生した物損事故,,,,,,
9,燃料の発熱量に関する次の記述について、[   ]の中の(イ)~(ホ)にあてはまる語句の組合せとして最も適切なものはどれか。,1,1.(イ)総発熱量　(ロ)真発熱量　(ハ)HHV　(ニ)LHV　(ホ)総発熱量,2.(イ)総発熱量　(ロ)真発熱量　(ハ)HHV　(ニ)LHV　(ホ)真発熱量,3.(イ)総発熱量　(ロ)真発熱量　(ハ)LHV　(ニ)HHV　(ホ)総発熱量,4.(イ)真発熱量　(ロ)総発熱量　(ハ)LHV　(ニ)HHV　(ホ)真発熱量,5.(イ)真発熱量　(ロ)総発熱量　(ハ)HHV　(ニ)LHV　(ホ)真発熱量,発熱量の定義には、水蒸気の潜熱を含む場合の発熱量である[ (イ) ]と、含まない場合の発熱量である[ (ロ) ]の二種類が設けられている。[ (イ) ]は[ (ハ) ]、[ (ロ) ]は[ (ニ) ]と呼ばれることもある。供給ガスの発熱量は一般に[ (ホ) ]で表す。,,,,,
9,法令で規定されている用語の定義及び事業の届出に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,2,イ　ガス事業」とは、ガス小売事業、一般ガス導管事業、託送供給事業及びガス製造事業をいう。,ロ　「小売供給」とは、一般の需要に応じ導管によりガスを供給すること(特定ガス発生設備においてガスを発生させ、導管によりこれを供給するものにあっては、一の団地内におけるガスの供給地点の数が70以上のものに限る。)をいう。,ハ　「液化ガス」とは、常用の温度において、圧力が0.1MPa以上となる液化ガスであって、現にその圧力が0.1MPa以上であるもの又は圧力が0.1MPaとなる場合の温度が35°C以下である液化ガスをいう。,ニ　メタンを主成分とする13Aのガスグループに属するガスを供給する導管であって、内径が200mm未満であり、かつ、ガスの圧力が0.5MPa以上5MPa未満の導管であって、製造所等の構外における総延長が15kmを超えるものは、「特定導管」である。,ホ　ガス製造事業を営もうとする者は、経済産業省令で定めるところにより、ガス発生設備及びガスホルダーにあっては、これらの設置の場所、種類及び能力別の数を、経済産業大臣に届け出なければならない。,,,,,(1)イ、ロ　(2)イ、ハ　(3)ロ、ニ　(4)ハ、ホ　(5)ニ、ホ,
9,流体が内径0.1mの直円管内を流れている。平均流速が1m/sのとき、質量流量(kg/s)として最も近い値はどれか。ただし、流体の密度は1000kg/㎥とする。,1,(1) 8,(2) 10,(3) 16,(4) 31,(5) 100,,,,,,
