id,本文,答え,補足説明1,補足説明2,補足説明3,補足説明4,補足説明5,サブ,サブ2,サブ3,サブ4,サブ5,サブ4_2
11,ガスメーターに関する次の記述のうち、正しいものはどれか。,2,(1) 回転子式ガスメーターは、回転子の回転数から流量を推測計量する。,(2) 口径が250mmを超えるガスメーターは、計量法の規定による検定の対象外である。,(3) オリフィス式ガスメーターは、オリフィス前後の圧力差を測定することにより、流量を容積計量する。,(4) 計量法の規定により、使用最大流量が25㎥/hの検定対象ガスメーターの検定有効期間は10年である。,(5) マイコンメーターは、内管の少量漏れや口火を連続使用した場合等、30日間連続してガスが流れ続けた場合、遮断する。,,,,,,
11,外径200mm、管厚5mmの導管が内圧0.5MPaを受けるときに生じる円周方向の応力(N/㎟)として最も近い値はどれか。,3,4.5,5,9.5,10,19,,,,,,
11,腐食と防食に関する次の記述のうち、誤っているものはどれか。,4,(1) 鋳鉄管と鋼管が電気的に接続されている場合、異種金属接触によるマクロセル腐食のため、鋼管がアノードとなって腐食する。,(2) ミクロセル腐食とは、金属表面においてアノードとカソードの部位が刻々と変化するタイプの腐食で、全面腐食となる。,(3) 導管における設計上の防食電位は、安全を考慮して、管対地電位を-1000mV(飽和硫酸銅電極基準)程度とすることが望ましい。,(4) 流電陽極法とは、導管よりも自然電位がプラス側の金属を接続することで、導管へ防食電流を流入させ腐食を防止する方法である。,(5) 建物に引き込まれた配管は、マクロセル腐食の原因となるコンクリートに接触する機会が多いため、一般に埋設配管部近くの架空配管部に絶縁継手を設置する。,,,,,,
11,導管の工事に関する次の記述のうち、誤っているものはどれか。,5,(1) 導管の接合のうち、機械的接合は主として鋳鉄管又は口径80mm以下の小口径の鋼管の接合に使用される。,(2) ポリエチレン管の接合である融着には、ヒートフュージョン接合とエレクトロフュージョン接合がある。,(3) 架管の施工において、橋台等の壁貫通部にスリーブを設け、スリーブとガス管の隙間には弾力性のあるシール材を隙間なく充てんした。,(4) 気密試験の方法として、ガス濃度が0.2%以下で作動するガス検知器を使用し、ガス検知器が作動しないことにより判定した。,(5) 工事着手前に、道路管理者から道路使用許可を取得した。,,,,,,
11,溶接と非破壊試験に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,3,イ. 被覆アーク溶接の被覆剤(フラックス)には、溶接金属の凝固・冷却の速度を緩やかにし、上向きその他種々の位置の溶接を容易にする効用がある。,ロ. ティグ溶接は、スラグでアーク及び溶融池を完全にシールドしているため、不純物が混入せず、高品質な溶接が得られる。,ハ. 溶接の形状不良には、ビード形状の不良、オーバーラップ、クレーター等がある。,ニ. 放射線透過試験は、きずの形状がわかり易く直観性があるが、フィルムの現像等のため、試験結果の確認までに時間がかかる。,ホ. 導管のすみ肉溶接部における開先形状は、V、U形がよく用いられる。,,,,,(1)イ、ロ　(2)イ、ハ　(3)ロ、ホ(4)ハ、ニ　(5)ニ、ホ,
11,導管の維持管理に関する次の記述のうち、いずれも誤っているものの組合せはどれか。,1,イ. 半導体式ガス検知器は、半導体の電導度が雰囲気ガスの燃焼によって変化することを利用したもので、検知可能なガスは可燃性であることに限定される。,口. 鋼製修理バンド工法とは、管体の修理箇所に鋼製修理バンドを突合せ溶接により取り付ける工法である。,ハ. 敷地内の他工事対策の1つとして、ガス設備の資産区分、解体、改装時の注意事項等を記載したチラシ等を配付し需要家への注意喚起を図る。,二. 埋設部のガス漏えい箇所を早期に発見し適切な修理を行うことは、地下水による浸水予防対策として有効である。,ホ. 更生修理工法施工済み導管についてモニタリングを実施し、材料の耐久性を確認する。,,,,,(1)イ、ロ　(2)イ、ハ　(3)ロ、ホ(4)ハ、ニ　(5)ニ、ホ,
11,地震対策に関する次の記述のうち、誤っているものはどれか。,5,(1) 中・低圧導管では、配管系の地盤変位吸収能力と設計地盤変位とを比較することにより耐震性を評価する。,(2) マイコンメーターには、ガスメーターの設置場所において250ガルを超える地震動を継続して検知した場合に遮断する機能がある。,(3) SI値は、地震による一般的な建物の揺れの大きさを評価する指標であり、速度の単位カイン(cm/s)で表わされる。,(4) 地震対策は、基本的に設備対策、緊急対策、復旧対策の3つの対策で構成されている。,(5) 移動式ガス発生設備のうち、空気吸入式(PA式)は、ボンベに圧縮。充てんされた熱量調整・付臭済みの天然ガスを供給するものである。,,,,,,
12,ガスの燃焼方式に関する次の記述のうち、誤っているものはどれか。,2,(1) 赤火燃焼式は、ガスをそのまま大気中に噴出して燃焼させる方式で、燃焼に必要な空気は、すべて周囲大気から拡散によって供給される。,(2) 炎の温度は、ブンゼン燃焼式より赤火燃焼式の方が高い。,(3) 濃淡燃焼バーナーは、全一次空気式バーナーとブンゼンバーナーを交互に配置した構造となっている。,(4) ブラスト燃焼とは、燃焼用の空気をバーナー内にファンで強制的に送り込み、ノズルから噴出されるガスと混合し燃焼させる方式である。,(5) 触媒燃焼とは、可燃性ガスと酸素との反応を促進させる固体触媒を使用し燃焼させる方式である。,,,,,,
12,ガス燃焼時に生じるリフティングの原因に関する次の記述のうち、誤っているものはどれか。,4,(1) バーナー内のガス圧が高すぎて、ガスが出すぎる。,(2) -一次空気の吸引が多すぎて、混合ガス量が増えすぎる。,(3)燃焼室内の給排気不良により、二次空気が極端に減少する。,(4) バーナー部分が高温になり、そこを通る混合ガスの温度が上がりすぎる。,(5) バーナーの炎口が詰まって、炎口の有効面積が極端に小さくなる。,,,,,,
12,家庭用ガス温水機器に関する次の記述のうち、誤っているものはどれか。,5,(1) 給湯器の自己診断機能には、給排気通路の閉そく状態を検知する方法として、燃焼状態により診断する方法と給気ファンの風量低下により診断する方法とがある。,(2) 潜熱回収型給湯器の中和器内では、炭酸カルシウムと排ガス凝縮水中の硝酸水との反応により、硝酸カルシウムが生成される。,(3) 先止め式瞬間湯沸器は、出湯側に給湯配管を接続し、複数箇所に給湯することができる。,(4) 現在販売されている開放式小型湯沸器には、不完全燃焼防止装置が複数回連続して作動したときに、通常の操作による再点火ができなくなるインターロック機能が搭載されている。,(5) 給湯器の出湯温度は、設定温度との差を補正するためのフィードフォワード制御によりばらつきが抑えられている。,,,,,,
12,家庭用ガス機器に関する次の記述のうち、誤っているものはどれか。,5,(1) マイコンタイマー式炊飯器は、炊き分け機能、早炊き機能等を有し、自動的にガス量や燃焼時間をコントロールしながら炊き上げるものである。,(2) FF暖房機では一般に、給気管は軟質塩化ビニール製、排気管はステンレス鋼板製である。,(3) 「Siセンサーコンロ」の標準搭載機能は、調理油過熱防止装置、立ち消え安全装置、消し忘れ消火機能、早切れ防止機能である。,(4) 回転ドラム式衣類乾燥機は、空気で希釈された燃焼排ガスにより、ドラムの中の洗濯物を直接乾燥させるものである。,(5) ファンヒーターには、不完全燃焼防止装置が搭載されているので、使用に際して換気をする必要はない。,,,,,,
12,コージェネレーションシステム及びガス冷暖房機器に関する次の記述のうち、誤っているものはどれか。,4,(1) 固体酸化物形燃料電池(SOFC)の作動温度は、固体高分子形燃料電池(PEFC)の作動温度より高い。,(2) 家庭用燃料電池システム(エネファーム)には、停電時発電継続機能やIoT技術を活用した遠隔監視機能を搭載したものがある。,(3) コージェネレーションシステムの運転方式は、電主熱従運転と熱主電従運転とに分類され、さらに電主熱従運転はピークカット運転とベースロード運転とに分類される。,(4) 吸収冷凍機の二重効用吸収冷凍サイクルでは、蒸発プロセスの効率向上のため、二つの蒸発器が用いられている。,(5) ガスエンジンヒートポンプ(GHP)の冷房と暖房の切り替えは、室外機内の四方(切替)弁で冷媒の流れを変えることによって行う。,,,,,,
12,換気及び一酸化炭素(CO)中毒に関する次の記述のうち、誤っているものはどれか。,1,(1) 機械換気における第3種換気とは、給気機と排気機を用いる方法で、室内の圧力を給気量と排気量の割合で調節できる。,(2) 従来の木造住宅では、1.5~3回/h程度の自然換気回数が見込まれたが、近年の高気密住宅では、自然換気回数は0.1回/h程度といわれている。,(3) 台所等の火気を使用する部屋の必要換気量は、レンジフードの形状等による定数と、理論排ガス量及び燃料消費量に基づき算出される。,(4) CO中毒は、COが血液中のヘモグロビンと結合し、ヘモグロビンが酸素を運搬できなくなるために引き起こされる。,(5) CO中毒の症状は、空気中のCO濃度と吸入時間によって変化する。,,,,,,
12,ガス機器の給排気方式に関する次の記述のうち、誤っているものはどれか。,2,(1) 開放式機器は、燃焼用の空気を屋内から取り、燃焼排ガスをそのまま屋内へ排出する。,(2) 強制排気式(FE式)機器の排気筒トップは、風圧帯内に設置することができない。,(3) 自然給排気式(BF式)機器を設置した室には、専用の給気口、換気口は必要ない。,(4) 強制給排気式(FF式)機器は、給排気筒を延長できるため、機器本体が外壁に面している必要はない。,(5) 屋外式(RF式)機器は、建物外壁に設置されるだけでなく、集合住宅のパイプシャフトの扉部等にも設置される。,,,,,,
12,ガス機器の安全装置及び制御装置に関する次の記述のうち、誤っているものはどれか。,1,(1) 空だき安全装置は、温水機器やふろがま内に水がない場合、バーナーのガス通路を開けず空だきにならないようにする安全装置である。,(2) 開放式小型湯沸器の不完全燃焼防止装置には、逆バイアス熱電対が用いられている。,(3) 自然排気式(CF式)ふろがまの不完全燃焼防止装置には、熱電対を用いるものとサーミスターを用いるものとがある。,(4) 比例電磁弁は、コイルに流れる電流による電磁力により弁を制御し、連続的にガス量を調節するものである。,(5) 浴槽や貯湯槽の水位を一定に保つための制御方式には、水位センサー式、水位スイッチ式及びボールタップ式がある。,,,,,,
12,警報器に関する次の記述のうち、誤っているものはどれか。,3,(1) 接触燃焼式ガス警報器では、検知回路の出力とガス濃度がほぼ比例関係にある。,(2) 熱線型半導体式ガス警報器では、検知回路の出力は濃度の薄いガスに対して比較的敏感で、濃度が上昇すると穏やかになる。,(3) ガス警報器は、ガスの濃度が爆発下限界の一のときに確実に作動することがガス事業法の告示において規定されている。,(4) CO警報器では、酸化スズ半導体センサーの感度低下を防止するため、間欠的に高温加熱するヒートクリーニングが必要である。,(5) 業務用換気警報器には、温度、湿度及び一酸化炭素以外のガス等の影響を受けにくい電気化学式センサーが用いられている。,,,,,,
12,技術基準で規定されているガス工作物に関する次の記述のうち、正しいものはいくつあるか。,4,(イ)　ガス栓の主要材料は、最高使用温度及び最低使用温度において材料に及ぼす化学的及び物理的影響に対し、設備の種類、規模に応じて安全な機械的性質を有するものでなければならない。,(ロ)　ガスホルダーの構造は、供用中の荷重並びに最高使用温度及び最低使用温度における最高使用圧力に対し、設備の種類、規模に応じて適切な構造でなければならない。,(ハ)　昇圧供給装置は、適切な方法により耐圧試験を行ったときにこれに耐えるものでなければならない。,(ニ)　ガス工作物のガス又は液化ガスを通ずる部分であって、内面に零 Paを超える圧力を受ける部分の溶接された部分は、溶込みが十分で、溶接による割れ等で有害な欠陥がなく、かつ、設計上要求される強度以上の強度でなければならない。,(ホ)　最高使用圧力が0.3MPa以上で、内径が150mm以上の中圧の導管を溶接する場合は、 適切な機械試験等により適切な溶接施工方法等であることをあらかじめ確認したものによらなければならない。,,,,,,
12,技術基準で規定されているガス発生設備等に関する次の記述のうち、誤っているものはいるものはいくつあるか。,1,(イ)　ガス(不活性のガスを除く。)を発生させる設備(特定ガス発生設備及び移動式ガス発生設備を除く。)は、使用中に生じた異常による災害の発生を防止するため、その異常が発生した場合に迅速かつ安全にガスの発生を停止し、又は迅速かつ安全にガスを処理することができるものでなければならない。,(ロ)　温水で加熱する構造の気化装置であって、加熱部の温水が流出するおそれのあるものには、これを防止する措置を講じなければならない。,(ハ)　移動式ガス発生設備には、容器の腐食及び転倒並びに容器のバルブの損傷を防止する適切な措置を講じなければならない。,(ニ)　特定ガス発生設備の容器又は容器の設置場所には、容器内の圧力が異常に上昇しないよう適切な温度に維持できる適切な措置を講じなければならない。,(ホ)　最高使用圧力が低圧のガス発生設備(特定ガス発生設備並びに移動式ガス発生設備及び液化ガスを通ずるものを除く。)であって過圧が生ずるおそれのあるものには、その圧力を逃がすために適切な圧力上昇防止装置を設けなければならない。,,,,,,
12,「ガス事業法」及び「特定ガス消費機器の設置工事の監督に関する法律」に関する次の記述について、[   ]の中の(イ)~(ホ)の語句のうち、誤っているものはいくつあるか。,5,,,,,,消費機器の設置又は変更の工事は、[ (イ)ガス用品 ]の技術上の基準に適合するようにしなければならない。,「特定ガス消費機器」とは、[ (ロ)製造年月日 ]・使用状況等からみて設置又は変更の工事の欠陥に係るガスによる災害の発生のおそれが多いと認められる消費機器であって、政令で定めるものをいう。,「特定工事」とは、特定ガス消費機器の設置又は変更の工事をいう。,特定工事事業者は、特定工事を施工するときは、技術上の基準に適合することを確保するため、[ (ハ)保安業務監督者に選任されている ]者に[ (ニ)事前に確認 ]させなければならない,特定工事事業者は、特定工事を施工したときは、当該特定工事に係る特定ガス消費機器の見やすい場所に、氏名又は名称、[ (ホ)主要材料 ]その他の経済産業省令で定める事項を記載した表示を付さなければならない。,
12,外径 200 mm の鋼管が内圧1MPa を受ける場合、ガス事業法の管厚計算式を用いたときの管厚(mm)として最も近い値はどれか。なお、この鋼管 の外径と内径の比は1.5以下とし、鋼管の許容引張応力は 62 N/㎟、継手効率 1.00、腐れしろ1mmとする。,5,,,,,,(1)　1.8,(2)　2.0,(3)　2.2,(4)　2.4,(5)　2.6,
12,法令で規定されているガス事業法の目的に関する次の記述について、[   ]の中の(イ)〜(ホ)の語句のうち、正しいものはいくつあるか。,1,,,,,,この法律は、[ (イ)国の関与を最小限に ]することによって、[ (ロ)ガス事業者の自主保安体制を確立 ]し、及びガス事業の健全な発達を図るとともに、[ (ハ)ガス主任技術者 ]並びに[ (ニ)保安規程 ]によって、公共の安全を確保し、あわせて[ (ホ)公害の防止 ]を図ることを目的とする。,,,,,
12,法令で規定されている用語の定義及び事業の届出に関する次の記述のうち、誤っているものはいくつあるか。,1,(イ)　「ガス事業」とは、ガス小売事業、一般ガス道管事業、託送供給事業及びガス製造事業をいう。,(ロ)　小売供給」とは、一般の需要に応じ導管によりガスを供給すること(特定ガス発生設備においてガスを発生させ、導管によりこれを供給するものにあっては、一の団地内におけるガスの供給地点の数が70以上のものに限る。)をいう。,(ハ)　ハ　「液化ガス」とは、常用の温度において、圧力が0.2MPa以上となる液化ガスであって、現にその圧力が0.2MPa以上であるもの又は圧力が0.2MPaとなる場合の温度が35℃以下である液化ガスをいう。,(ニ)　メタンを主成分とする13Aのガスグループに属するガスを供給する導管であって、内径が200mm未満であり、かつ、ガスの圧力が0.5MPA以上5Mpa未満の導管であって、製造所等の構外における総延長が15kmを超えるものは、「特定導管」である。,(ホ)　ガス製造事業を営もうとする者は、経済産業省で定めるところにより、ガス発生設備及びガスホルダーにあっては、これらの設置の場所、種類及び能力別の数を、経済産業大臣に届け出なければならない。,,,,,,
12,法令で規定されている工事計画及び使用前検査に関する次の記述のうち、誤っているものはいくつあるか。,2,(イ)　ガス製造事業者は、ガス製造事業の用に供するガス工作物の設置又は変更の工事であって、経済産業省令で定めるものをしようとするときは、その工事の計画を経済産業大臣に届け出なければならない。ただし、災害その他非常の場合において、やむを得ない一時的な工事としてするときは、この限りでない。,(ロ)　工事計画の届出をしたガス製造事業者は、その届出を提出した日から30日を経過した後でなければ、その届出に係る工事を開始してはならない。,(ハ)　工事計画の届出をしたガス製造事業者は、その工事をするガス工作物であって、経済産業省令で定めるものの工事について完成検査を行い、その結果について登録ガス工作物検査機関が行う検査を受け、これに合格した後でなければ、これを使用してはならない。,(ニ)　製造所の変更の工事(特定製造所に係るものを除く。)のうち、20%以上の能力の変更を伴うガス発生器の改造であって、変更後の最高使用圧力が高圧となるものは、工事計画を経済産業大臣に届け出なければならない。,(ホ)　供給所の変更の工事のうち、最高使用圧力の変更を伴う整圧器の改造工事であって、変更後の最高使用圧力が高圧となるものは、工事計画を経済産業大臣に届け出なければならない,,,,,,
12,技術基準で規定されているガス工作物に関する次の記述のうち、誤っているものはいくつあるか。,3,(イ)　最高使用圧力が高圧のガス発生設備であって、過圧が生ずるおそれのあるものには、その圧力を逃がすために適切なインターロック機構を設けなければならない。,(ロ)　製造所、供給所又は移動式ガス発生設備に設置する遮断装置には、誤操作を防止し、かつ、確実に操作することができる措置を講じなければならない。,(ハ)　移動式ガス発生設備には、ガス又は液化ガスを通ずる設備の損傷に至るおそれのある状態を検知し警報する適切な装置を設けなければならない。,(ニ)　ガスホルダーのガスを送り出し、又は受け入れるために用いられる配管には、ガスが漏えいした場合の災害の発生を防止するため、ガスの流出及び流入を速やかに遮断することができる適切な装置を適切な箇所に設けなければならない。,(ホ)　最高使用圧力が高圧のガスホルダーは、受けるおそれのある熱に対し十分に耐えるものとし、又は適切な圧力上昇防止装置を設置しなければならない。,,,,,,
12,技術基準で規定されている漏えい検査及び導管の設置場所に関する次の記述のうち、誤っているものはいくつあるか。ただし、1、2及び3については、この導管は特定地下街等又は特定地下室等にガスを供給するものではなく、漏えい検知装置は設置されておらず、検査にあたって導管等が設置されている場所に立ち入ることができるものとする。,3,(イ)　道路に埋設されている導管で最高使用圧力が高圧のものは、埋設の日以後1年に1回以上、適切な方法により検査を行い、漏えいが認められなかったものでなければならない。,(ロ)　道路に埋設されている導管でポリエチレン管を使用している場合は、埋設の日以後4年に1回以上、適切な方法により検査を行い、漏えいが認められなかったものでなければならない。,(ハ)　道路に埋設されている導管からガス栓までの導管であって、絶縁措置が講じられた部分からガス栓までの間でプラスチックにて被覆された部分については、漏えい検査を要しない。,(ニ)　最高使用圧力が高圧の導管は、建物の内部又は基礎面下(当該建物がガスの供給に係るものを除く。)に設置してはならない。,(ホ)　最高使用圧力が中圧の導管であって、建物にガスを供給するものは、当該建物内の接合は溶接接合としなければならない。,,,,,,
12,法令で規定されている消費機器に関する周知及び調査、保安業務規程に関する次の記述のうち、正しいものはいくつあるか。,3,(イ)　ガス小売事業者は、消費機器を使用する者に対し、当該ガス小売事業者が供給するガスの使用に伴う危険の発生の防止に関し必要な事項を周知させなければならない。,(ロ)　ガス小売事業者は、その供給するガスに係る消費機器が経済産業省令で定める技術上の基準に適合しているかどうかを調査しなければならない。ただし、その消費機器を設置し、又は使用する場所に立ち入ることにつき、その所有者又は占有者の承諾を得ることができないときは、この限りでない。,(ハ)　経済産業大臣は、消費機器が経済産業省令で定める技術上の基準に適合していないと認めるときは、その所有者又は占有者に対し、その使用を一時停止すべきことを命ずることができる。,(ニ)　ガス小売事業者は、保安業務規程に保安業務を管理する事業場ごとのガス主任技術者の選任に関することを定めなければならない。,(ホ)　ガス小売事業者は、保安業務規程に保安業務に従事する者に対する保安に係る教育及び訓練に関することを定めなければならない。,,,,,,
12,都市ガスの原料に関する次の記述のうち、誤っているものはいくつあるか。,2,(イ)　LNGは急激な圧力低下や温度上昇により、配管中でベーパーロックが起こることがあり、送液が不可能になる等のおそれがある。,(ロ)　キャビテーションが起こると、ポンプ効率や吐出量が急激に上昇し、この状態が継続すると羽根や胴体の一部が損傷することがある。,(ハ)　液撃は、弁の閉鎖やポンプの急停止等の急激な変化によって、配管内流体の運動エネルギーの一部が圧力エネルギーに変換され、流体の圧力が上昇することにより起こる。,(ニ)　LNGの主成分であるメタンの臨界温度は約-82°Cと非常に低いため、常温で液化させるには高圧に圧縮する必要がある。,(ホ)　バイオマスは、ライフサイクルの中では大気中の二酸化炭素を増加させないためカーボンニュートラルである。,,,,,,
12,都市ガスの製造設備に関する次の記述のうち、正しいものはいくつあるか。,2,(イ)　ガスの製造プロセスの1つであるLNG気化によるプロセスは、原料であるLNGの受入設備の形態により、内航船で受け入れる1次受入基地、外航船で受け入れる2次受入基地、及びLNGローリー等で受け入れるサテライト基地に分類される。,(ロ)　LNG船と陸上側のLNG配管を接続するアンローディングアームは、回転自在のジョイントとパイプを組合せたものである。,(ハ)　LNG配管は、LNG貯槽からLNG気化器までの移送やLNG貯槽間の移送に用いられるため、低温靭性に優れた材料で配管を製作し、原則としてフランジ継手構造とする。,(ニ)　加圧式LPG貯槽には円筒形と球形があり、円筒形は比較的小容量の貯槽として最も経済的であるので広く使用されている。,(ホ)　往復式BOG圧縮機の構造は比較的複雑であり、ピストンの往復動により発生したガスの脈動を抑制するため、安全弁を設置する必要がある。,,,,,,
12,製造設備の建設及び操業に関する次の記述のうち、誤っているものはいくつあるか。,5,(イ)　都市ガスの需要は、時間的な使用量の変動や、季節的な需要の変動があり、「ベースロード」と呼ばれる需要に対応する設備には、ガスの発生・停止が容易な設備を選ぶ。,(ロ)　事業場のレイアウトを設計する際に留意する必要があるガス事業法で定める「離隔距離」とは、可燃性のガス又は液化ガスを通ずるガス工作物と、ボイラー等の火気を取り扱う設備との距離のことである。,(ハ)　レベル1地震動とは、供用期間中に発生する確率の高い地震動であり、それに対する耐震性能評価は、弾性設計法により、耐震上重要な部位に生ずる応答塑性率が許容塑性率を超えないことを確認する。,(ニ)　LNG船の入港日は、売主や買主等との調整が必要であり、事前に綿密な受入計画を作成するため、船舶トラブルや気象海象の影響を考慮した在庫確保は必要ない。,(ホ)　設備の巡視、点検の結果、技術基準に適合しない事項を発見した場合は、速やかに改善を実施すれば記録に残す必要はない。,,,,,,
12,腐食と防食に関する次の記述のうち、正しいものはいくつあるか。,5,(イ)　電解質の中にある2つの金属を接続すると電流が流れ、アノードとなる金属が腐食する。,(ロ)　ミクロセル腐食とは、金属表面においてアノードとカソードの部位が刻々と変化するタイプの腐食で、全面腐食となる。,(ハ)　導管における設計上の防食電位は、安全を考慮して、管対地電位を-1000mV(飽和硫酸銅電極基準)程度とすることが望ましい。,(ニ)　導管の路線上の2点間で、管対地電位に大きな差があれば、マクロセルが形成されており、電位の低い方で腐食の可能性がある。,(ホ)　建物に引き込まれた配管は、マクロセル腐食の原因となるコンクリートに接触する機会が多いため、一般に埋設配管部近くの架空配管部に絶縁継手を設置する。,,,,,,
12,コージェネレーションシステム及びガス冷暖房機器に関する次の記述のうち、正しいものはいくつあるか。,3,(イ)　ガスタービン式のコージェネレーションシステムは、電気出力に比べて熱出力の割合が大きく、蒸気を多量に必要とする産業用や地域冷暖房への導入が多い。,(ロ)　コージェネレーション設備では、電気主任技術者の選任や保安規程の届け出が必要であり、点検を委託することはできない。,(ハ)　固体酸化物形燃料電池(SOFC)は、電解質に高分子(陽イオン交換膜)を使用し、作動温度が約600〜1000°Cと高いため触媒が不要である。,(ニ)　吸収冷凍機の再生器では、冷媒を吸収して濃度が薄くなった吸収溶液を加熱して冷媒を蒸発させている。,(ホ)　吸収冷温水機には、加熱源としてガスの燃焼熱に加え、コージェネレーションシステムからの廃熱を利用したものがある。,,,,,,
12,法令で規定されているガス小売事業者が行う供給条件の説明、熱量等の測定、及び成分の検査に関する次の記述のうち、誤っているものはどれか。,1,,,,,,(1)　ガス小売事業者は、小売供給を受けようとする者と小売供給契約の締結をしようとするときは、経済産業省令で定めるところにより、当該小売供給に係る料金その他の供給条件について、経済産業大臣に届け出なければならない。,(2)　ガス小売事業者は、経済産業省令で定めるところにより、その供給するガスの熱量、圧力及び燃焼性を測定し、その結果を記録し、これを保存しなければならない。,(3)　特定ガス発生設備に係る場合にあっては、供給するガスの燃焼性を測定することを要しない。,(4)　ガス小売事業者は、経済産業省令で定めるところにより、その供給するガスの成分のうち、人体に危害を及ぼし、又は物件に損傷を与えるおそれがあるものの量が経済産業省令で定める数量を超えていないかどうかを検査し、その量を記録し、これを保存しなければならない。,(5)　天然ガスを主成分とするガスにあっては、硫黄全量、硫化水素及びアンモニアの成分検査を要しない。,
12,技術基準に規定されているガス事業者の掘削により周囲が露出することとなった導管の防護の基準、昇圧供給装置及び整圧器に関する次の記述のうち、誤っているものはどれか。,5,,,,,,(1)　露出している部分がガスの供給の用に供されている導管の印ろう型接合による接合部には、漏えいを防止する適切な措置を講ずること。,(2)　露出している部分がガスの供給の用に供されている直管以外の管の接合部であって、特定接合又は告示で定める規格に適合する接合以外の方法によって接合されているものには、抜出しを防止する適切な措置を講ずること。,(3)　導管(最高使用圧力が低圧の導管であって、内径が100mm未満のものを除く。)であって、露出している部分の長さが100m以上であり、かつ、当該部分がガスの供給の用に供されているものについては、危急の場合に当該部分に流入するガスを速やかに遮断することができる適切な措置を講ずること。,(4)　昇圧供給装置には、当該装置の運転異常又は当該装置の取扱いにより障害を生じないよう、適切な措置を講じなければならない。,(5)　一の使用者にガスを供給するための整圧器には、ガスの圧力が異常に低下した場合に供給を維持する装置を設けること。,
12,ガス事業法」及び「特定ガス消費機器の設置工事の監督に関する法律」に関する次の記述について、[   ]の中の(1)〜(5)の語句のうち、正しいものはどれか。,4,,,,,,消費機器の設置又は変更の工事は、[ (1)ガス用品 ]の技術上の基準に適合するようにしなければならない。,特定ガス消費機器」とは、 [ (2)製造年月日 ]・使用状況等からみて設置又は変更の工事の欠陥に係るガスによる災害の発生のおそれが多いと認められる消費機器であって、政令で定めるものをいう。,「特定工事」とは、特定ガス消費機器の設置又は変更の工事をいう。,特定工事事業者は、特定工事を施工するときは、技術上の基準に適合することを確保するため、[ (3)保安業務監督者に選任されている ]者に [ (4)実地に監督 ]させなければならない。,特定工事事業者は、特定工事を施工したときは、当該特定工事に係る特定ガス消費機器の見やすい場所に、氏名又は名称、[ (5)主要材料 ]その他の経済産業省令で定める事項を記載した表示を付さなければならない。,